3.548E-04 = radius(micron) ionized PAH/graphitic solid             
w(micron)   Q_ext     Q_abs     Q_sca    g=<cos>
1.189E-01 3.781E-02 3.781E-02 1.110E-07 9.95E-05
1.175E-01 3.928E-02 3.928E-02 1.222E-07 1.03E-04
1.161E-01 4.079E-02 4.079E-02 1.346E-07 1.06E-04
1.148E-01 4.235E-02 4.235E-02 1.489E-07 1.08E-04
1.135E-01 4.394E-02 4.394E-02 1.681E-07 1.11E-04
1.122E-01 4.556E-02 4.556E-02 1.884E-07 1.12E-04
1.109E-01 4.722E-02 4.722E-02 2.107E-07 1.08E-04
1.096E-01 4.892E-02 4.892E-02 2.355E-07 9.89E-05
1.084E-01 5.065E-02 5.065E-02 2.658E-07 8.84E-05
1.072E-01 5.241E-02 5.241E-02 3.010E-07 8.09E-05
1.059E-01 5.418E-02 5.418E-02 3.351E-07 7.89E-05
1.047E-01 5.598E-02 5.597E-02 3.678E-07 7.94E-05
1.035E-01 5.778E-02 5.778E-02 3.994E-07 7.97E-05
1.023E-01 5.959E-02 5.959E-02 4.299E-07 7.99E-05
1.012E-01 6.139E-02 6.139E-02 4.634E-07 7.88E-05
1.000E-01 6.343E-02 6.343E-02 5.013E-07 7.69E-05
9.886E-02 6.484E-02 6.484E-02 5.513E-07 7.36E-05
9.772E-02 6.632E-02 6.632E-02 6.087E-07 7.03E-05
9.661E-02 6.788E-02 6.788E-02 6.653E-07 6.84E-05
9.550E-02 6.952E-02 6.952E-02 7.180E-07 6.76E-05
9.441E-02 7.125E-02 7.125E-02 7.571E-07 6.79E-05
9.333E-02 7.308E-02 7.308E-02 7.885E-07 6.88E-05
9.226E-02 7.503E-02 7.503E-02 8.235E-07 6.96E-05
9.120E-02 7.711E-02 7.711E-02 8.570E-07 7.07E-05
9.016E-02 7.935E-02 7.934E-02 8.774E-07 7.31E-05
8.913E-02 8.176E-02 8.175E-02 9.001E-07 7.50E-05
8.810E-02 8.437E-02 8.437E-02 9.376E-07 7.56E-05
8.710E-02 8.724E-02 8.724E-02 9.967E-07 7.45E-05
8.610E-02 9.038E-02 9.038E-02 1.068E-06 7.29E-05
8.511E-02 9.386E-02 9.386E-02 1.151E-06 7.10E-05
8.414E-02 9.772E-02 9.771E-02 1.249E-06 6.90E-05
8.318E-02 1.020E-01 1.020E-01 1.361E-06 6.72E-05
8.222E-02 1.068E-01 1.068E-01 1.484E-06 6.62E-05
8.128E-02 1.122E-01 1.122E-01 1.618E-06 6.62E-05
8.035E-02 1.182E-01 1.182E-01 1.764E-06 6.67E-05
7.943E-02 1.249E-01 1.249E-01 1.922E-06 6.79E-05
7.852E-02 1.324E-01 1.324E-01 2.087E-06 6.97E-05
7.762E-02 1.404E-01 1.404E-01 2.252E-06 7.23E-05
7.674E-02 1.489E-01 1.489E-01 2.406E-06 7.52E-05
7.586E-02 1.576E-01 1.576E-01 2.553E-06 7.83E-05
7.499E-02 1.660E-01 1.660E-01 2.688E-06 8.17E-05
7.413E-02 1.734E-01 1.734E-01 2.806E-06 8.53E-05
7.328E-02 1.790E-01 1.790E-01 2.904E-06 8.92E-05
7.244E-02 1.823E-01 1.823E-01 3.000E-06 9.29E-05
7.161E-02 1.828E-01 1.828E-01 3.087E-06 9.67E-05
7.079E-02 1.808E-01 1.808E-01 3.148E-06 1.01E-04
6.998E-02 1.766E-01 1.766E-01 3.180E-06 1.05E-04
6.918E-02 1.710E-01 1.710E-01 3.180E-06 1.09E-04
6.839E-02 1.647E-01 1.647E-01 3.116E-06 1.14E-04
6.761E-02 1.583E-01 1.583E-01 3.011E-06 1.20E-04
6.683E-02 1.522E-01 1.522E-01 2.892E-06 1.25E-04
6.607E-02 1.467E-01 1.467E-01 2.764E-06 1.30E-04
6.531E-02 1.407E-01 1.407E-01 2.629E-06 1.36E-04
6.457E-02 1.346E-01 1.346E-01 2.531E-06 1.41E-04
6.383E-02 1.284E-01 1.284E-01 2.449E-06 1.46E-04
6.310E-02 1.222E-01 1.222E-01 2.379E-06 1.51E-04
6.237E-02 1.159E-01 1.159E-01 2.321E-06 1.56E-04
6.166E-02 1.096E-01 1.096E-01 2.282E-06 1.61E-04
6.095E-02 1.031E-01 1.031E-01 2.257E-06 1.66E-04
6.026E-02 9.662E-02 9.661E-02 2.235E-06 1.72E-04
5.957E-02 9.003E-02 9.003E-02 2.218E-06 1.77E-04
5.888E-02 8.337E-02 8.337E-02 2.202E-06 1.83E-04
5.821E-02 7.664E-02 7.663E-02 2.169E-06 1.88E-04
5.754E-02 7.340E-02 7.340E-02 2.134E-06 1.94E-04
5.689E-02 7.076E-02 7.076E-02 2.096E-06 2.00E-04
5.623E-02 6.802E-02 6.801E-02 2.054E-06 2.06E-04
5.559E-02 6.510E-02 6.510E-02 2.000E-06 2.12E-04
5.495E-02 6.225E-02 6.225E-02 1.946E-06 2.18E-04
5.433E-02 5.948E-02 5.948E-02 1.891E-06 2.24E-04
5.370E-02 5.690E-02 5.689E-02 1.836E-06 2.31E-04
5.309E-02 5.468E-02 5.468E-02 1.789E-06 2.38E-04
5.248E-02 5.262E-02 5.262E-02 1.744E-06 2.44E-04
5.188E-02 5.071E-02 5.071E-02 1.701E-06 2.51E-04
5.129E-02 4.889E-02 4.889E-02 1.662E-06 2.58E-04
5.070E-02 4.714E-02 4.714E-02 1.627E-06 2.66E-04
5.012E-02 4.547E-02 4.547E-02 1.595E-06 2.73E-04
4.955E-02 4.390E-02 4.389E-02 1.565E-06 2.80E-04
4.898E-02 4.241E-02 4.241E-02 1.537E-06 2.88E-04
4.842E-02 4.097E-02 4.096E-02 1.509E-06 2.96E-04
4.786E-02 3.955E-02 3.955E-02 1.481E-06 3.04E-04
4.732E-02 3.806E-02 3.806E-02 1.448E-06 3.12E-04
4.677E-02 3.657E-02 3.657E-02 1.414E-06 3.20E-04
4.624E-02 3.514E-02 3.514E-02 1.380E-06 3.29E-04
4.571E-02 3.389E-02 3.389E-02 1.349E-06 3.38E-04
4.519E-02 3.286E-02 3.286E-02 1.323E-06 3.47E-04
4.467E-02 3.188E-02 3.187E-02 1.295E-06 3.56E-04
4.416E-02 3.084E-02 3.083E-02 1.265E-06 3.66E-04
4.365E-02 2.955E-02 2.955E-02 1.229E-06 3.75E-04
4.315E-02 2.833E-02 2.833E-02 1.191E-06 3.85E-04
4.266E-02 2.724E-02 2.724E-02 1.153E-06 3.96E-04
4.217E-02 2.656E-02 2.656E-02 1.116E-06 4.06E-04
4.169E-02 2.603E-02 2.603E-02 1.081E-06 4.17E-04
4.121E-02 2.564E-02 2.564E-02 1.049E-06 4.28E-04
4.074E-02 2.527E-02 2.527E-02 1.025E-06 4.39E-04
4.027E-02 2.498E-02 2.498E-02 1.005E-06 4.51E-04
3.981E-02 2.477E-02 2.477E-02 9.883E-07 4.63E-04
3.935E-02 2.464E-02 2.464E-02 9.735E-07 4.74E-04
3.890E-02 2.461E-02 2.461E-02 9.627E-07 4.87E-04
3.846E-02 2.469E-02 2.469E-02 9.546E-07 4.99E-04
3.802E-02 2.490E-02 2.490E-02 9.542E-07 5.12E-04
3.758E-02 2.526E-02 2.526E-02 9.644E-07 5.24E-04
3.715E-02 2.604E-02 2.604E-02 1.003E-06 5.37E-04
3.673E-02 2.672E-02 2.672E-02 1.051E-06 5.50E-04
3.631E-02 2.703E-02 2.703E-02 1.101E-06 5.63E-04
3.589E-02 2.670E-02 2.670E-02 1.138E-06 5.76E-04
3.548E-02 2.612E-02 2.611E-02 1.169E-06 5.89E-04
3.508E-02 2.559E-02 2.559E-02 1.187E-06 6.03E-04
3.467E-02 2.508E-02 2.508E-02 1.199E-06 6.18E-04
3.428E-02 2.456E-02 2.456E-02 1.207E-06 6.33E-04
3.388E-02 2.406E-02 2.406E-02 1.216E-06 6.48E-04
3.350E-02 2.357E-02 2.357E-02 1.224E-06 6.64E-04
3.311E-02 2.308E-02 2.308E-02 1.231E-06 6.80E-04
3.273E-02 2.260E-02 2.260E-02 1.237E-06 6.97E-04
3.236E-02 2.212E-02 2.212E-02 1.243E-06 7.14E-04
3.199E-02 2.165E-02 2.165E-02 1.248E-06 7.31E-04
3.162E-02 2.119E-02 2.119E-02 1.252E-06 7.49E-04
3.126E-02 2.073E-02 2.073E-02 1.256E-06 7.67E-04
3.090E-02 2.028E-02 2.028E-02 1.260E-06 7.86E-04
3.055E-02 1.984E-02 1.984E-02 1.264E-06 8.05E-04
3.020E-02 1.941E-02 1.940E-02 1.267E-06 8.25E-04
2.985E-02 1.898E-02 1.897E-02 1.270E-06 8.45E-04
2.951E-02 1.855E-02 1.855E-02 1.272E-06 8.65E-04
2.917E-02 1.814E-02 1.814E-02 1.274E-06 8.86E-04
2.884E-02 1.774E-02 1.773E-02 1.276E-06 9.08E-04
2.851E-02 1.734E-02 1.734E-02 1.278E-06 9.30E-04
2.818E-02 1.695E-02 1.695E-02 1.279E-06 9.52E-04
2.786E-02 1.657E-02 1.657E-02 1.281E-06 9.76E-04
2.754E-02 1.620E-02 1.620E-02 1.283E-06 9.99E-04
2.723E-02 1.584E-02 1.584E-02 1.284E-06 1.02E-03
2.692E-02 1.549E-02 1.549E-02 1.286E-06 1.05E-03
2.661E-02 1.514E-02 1.514E-02 1.287E-06 1.07E-03
2.630E-02 1.479E-02 1.479E-02 1.288E-06 1.10E-03
2.600E-02 1.446E-02 1.446E-02 1.289E-06 1.13E-03
2.570E-02 1.413E-02 1.413E-02 1.290E-06 1.15E-03
2.541E-02 1.381E-02 1.380E-02 1.290E-06 1.18E-03
2.512E-02 1.349E-02 1.349E-02 1.290E-06 1.21E-03
2.483E-02 1.318E-02 1.317E-02 1.291E-06 1.24E-03
2.455E-02 1.287E-02 1.287E-02 1.291E-06 1.27E-03
2.427E-02 1.257E-02 1.257E-02 1.291E-06 1.30E-03
2.399E-02 1.228E-02 1.228E-02 1.291E-06 1.33E-03
2.371E-02 1.200E-02 1.200E-02 1.292E-06 1.36E-03
2.344E-02 1.172E-02 1.172E-02 1.292E-06 1.40E-03
2.317E-02 1.145E-02 1.145E-02 1.292E-06 1.43E-03
2.291E-02 1.118E-02 1.118E-02 1.292E-06 1.46E-03
2.265E-02 1.092E-02 1.092E-02 1.292E-06 1.50E-03
2.239E-02 1.067E-02 1.067E-02 1.292E-06 1.53E-03
2.213E-02 1.042E-02 1.042E-02 1.292E-06 1.57E-03
2.188E-02 1.017E-02 1.017E-02 1.292E-06 1.61E-03
2.163E-02 9.934E-03 9.933E-03 1.292E-06 1.65E-03
2.138E-02 9.703E-03 9.702E-03 1.292E-06 1.69E-03
2.113E-02 9.476E-03 9.475E-03 1.291E-06 1.73E-03
2.089E-02 9.251E-03 9.250E-03 1.291E-06 1.77E-03
2.065E-02 9.030E-03 9.029E-03 1.290E-06 1.81E-03
2.042E-02 8.822E-03 8.821E-03 1.291E-06 1.85E-03
2.018E-02 8.616E-03 8.615E-03 1.290E-06 1.90E-03
1.995E-02 8.412E-03 8.410E-03 1.290E-06 1.94E-03
1.972E-02 8.210E-03 8.209E-03 1.289E-06 1.99E-03
1.950E-02 8.011E-03 8.010E-03 1.288E-06 2.04E-03
1.928E-02 7.816E-03 7.815E-03 1.287E-06 2.09E-03
1.905E-02 7.626E-03 7.625E-03 1.286E-06 2.14E-03
1.884E-02 7.443E-03 7.442E-03 1.285E-06 2.19E-03
1.862E-02 7.264E-03 7.263E-03 1.284E-06 2.24E-03
1.841E-02 7.088E-03 7.087E-03 1.282E-06 2.29E-03
1.820E-02 6.917E-03 6.915E-03 1.281E-06 2.35E-03
1.799E-02 6.750E-03 6.749E-03 1.280E-06 2.40E-03
1.778E-02 6.588E-03 6.587E-03 1.279E-06 2.46E-03
1.758E-02 6.430E-03 6.429E-03 1.278E-06 2.52E-03
1.738E-02 6.274E-03 6.273E-03 1.277E-06 2.58E-03
1.718E-02 6.121E-03 6.119E-03 1.275E-06 2.64E-03
1.698E-02 5.971E-03 5.969E-03 1.274E-06 2.70E-03
1.679E-02 5.825E-03 5.824E-03 1.272E-06 2.77E-03
1.660E-02 5.683E-03 5.682E-03 1.271E-06 2.83E-03
1.641E-02 5.546E-03 5.544E-03 1.270E-06 2.90E-03
1.622E-02 5.410E-03 5.408E-03 1.268E-06 2.97E-03
1.603E-02 5.276E-03 5.275E-03 1.267E-06 3.04E-03
1.585E-02 5.146E-03 5.145E-03 1.265E-06 3.11E-03
1.567E-02 5.020E-03 5.018E-03 1.263E-06 3.19E-03
1.549E-02 4.897E-03 4.896E-03 1.261E-06 3.26E-03
1.531E-02 4.776E-03 4.774E-03 1.260E-06 3.34E-03
1.514E-02 4.657E-03 4.655E-03 1.258E-06 3.42E-03
1.496E-02 4.540E-03 4.539E-03 1.256E-06 3.50E-03
1.479E-02 4.427E-03 4.425E-03 1.254E-06 3.58E-03
1.462E-02 4.317E-03 4.315E-03 1.252E-06 3.67E-03
1.445E-02 4.210E-03 4.208E-03 1.250E-06 3.76E-03
1.429E-02 4.105E-03 4.103E-03 1.248E-06 3.84E-03
1.413E-02 4.002E-03 4.001E-03 1.246E-06 3.94E-03
1.396E-02 3.902E-03 3.901E-03 1.244E-06 4.03E-03
1.380E-02 3.806E-03 3.804E-03 1.241E-06 4.12E-03
1.365E-02 3.711E-03 3.710E-03 1.239E-06 4.22E-03
1.349E-02 3.618E-03 3.616E-03 1.237E-06 4.32E-03
1.334E-02 3.526E-03 3.525E-03 1.234E-06 4.42E-03
1.318E-02 3.438E-03 3.436E-03 1.231E-06 4.53E-03
1.303E-02 3.352E-03 3.350E-03 1.229E-06 4.63E-03
1.288E-02 3.268E-03 3.267E-03 1.227E-06 4.74E-03
1.274E-02 3.186E-03 3.185E-03 1.224E-06 4.86E-03
1.259E-02 3.105E-03 3.104E-03 1.222E-06 4.97E-03
1.245E-02 3.025E-03 3.024E-03 1.219E-06 5.09E-03
1.230E-02 2.951E-03 2.949E-03 1.217E-06 5.21E-03
1.216E-02 2.878E-03 2.877E-03 1.215E-06 5.33E-03
1.202E-02 2.806E-03 2.805E-03 1.212E-06 5.46E-03
1.189E-02 2.735E-03 2.734E-03 1.209E-06 5.59E-03
1.175E-02 2.665E-03 2.664E-03 1.206E-06 5.72E-03
1.161E-02 2.596E-03 2.594E-03 1.203E-06 5.85E-03
1.148E-02 2.528E-03 2.527E-03 1.199E-06 5.99E-03
1.135E-02 2.461E-03 2.460E-03 1.195E-06 6.13E-03
1.122E-02 2.397E-03 2.396E-03 1.191E-06 6.28E-03
1.109E-02 2.336E-03 2.335E-03 1.188E-06 6.42E-03
1.096E-02 2.275E-03 2.274E-03 1.184E-06 6.57E-03
1.084E-02 2.216E-03 2.215E-03 1.180E-06 6.73E-03
1.072E-02 2.158E-03 2.157E-03 1.176E-06 6.89E-03
1.059E-02 2.102E-03 2.101E-03 1.172E-06 7.05E-03
1.047E-02 2.048E-03 2.047E-03 1.168E-06 7.22E-03
1.035E-02 1.997E-03 1.995E-03 1.165E-06 7.39E-03
1.023E-02 1.945E-03 1.944E-03 1.161E-06 7.56E-03
1.012E-02 1.894E-03 1.893E-03 1.157E-06 7.74E-03
1.000E-02 1.845E-03 1.844E-03 1.152E-06 7.92E-03
9.886E-03 1.796E-03 1.795E-03 1.148E-06 8.11E-03
9.772E-03 1.749E-03 1.748E-03 1.143E-06 8.30E-03
9.661E-03 1.704E-03 1.703E-03 1.139E-06 8.49E-03
9.550E-03 1.660E-03 1.659E-03 1.135E-06 8.69E-03
9.441E-03 1.617E-03 1.616E-03 1.130E-06 8.90E-03
9.333E-03 1.574E-03 1.573E-03 1.125E-06 9.11E-03
9.226E-03 1.533E-03 1.531E-03 1.120E-06 9.32E-03
9.120E-03 1.492E-03 1.491E-03 1.115E-06 9.54E-03
9.016E-03 1.453E-03 1.452E-03 1.110E-06 9.76E-03
8.913E-03 1.415E-03 1.414E-03 1.104E-06 9.99E-03
8.810E-03 1.378E-03 1.377E-03 1.099E-06 1.02E-02
8.710E-03 1.342E-03 1.341E-03 1.093E-06 1.05E-02
8.610E-03 1.306E-03 1.305E-03 1.088E-06 1.07E-02
8.511E-03 1.272E-03 1.271E-03 1.082E-06 1.10E-02
8.414E-03 1.238E-03 1.237E-03 1.075E-06 1.12E-02
8.318E-03 1.205E-03 1.204E-03 1.069E-06 1.15E-02
8.222E-03 1.174E-03 1.173E-03 1.063E-06 1.18E-02
8.128E-03 1.143E-03 1.142E-03 1.056E-06 1.20E-02
8.035E-03 1.112E-03 1.111E-03 1.050E-06 1.23E-02
7.943E-03 1.082E-03 1.081E-03 1.042E-06 1.26E-02
7.852E-03 1.053E-03 1.052E-03 1.035E-06 1.29E-02
7.762E-03 1.026E-03 1.025E-03 1.028E-06 1.32E-02
7.674E-03 9.979E-04 9.969E-04 1.020E-06 1.35E-02
7.586E-03 9.708E-04 9.698E-04 1.012E-06 1.38E-02
7.499E-03 9.446E-04 9.436E-04 1.004E-06 1.42E-02
7.413E-03 9.193E-04 9.183E-04 9.963E-07 1.45E-02
7.328E-03 8.952E-04 8.942E-04 9.883E-07 1.48E-02
7.244E-03 8.714E-04 8.705E-04 9.799E-07 1.52E-02
7.161E-03 8.481E-04 8.471E-04 9.711E-07 1.55E-02
7.079E-03 8.256E-04 8.246E-04 9.622E-07 1.59E-02
6.998E-03 8.035E-04 8.026E-04 9.531E-07 1.63E-02
6.918E-03 7.818E-04 7.809E-04 9.435E-07 1.67E-02
6.839E-03 7.609E-04 7.600E-04 9.337E-07 1.71E-02
6.761E-03 7.406E-04 7.397E-04 9.235E-07 1.75E-02
6.683E-03 7.206E-04 7.196E-04 9.128E-07 1.79E-02
6.607E-03 7.009E-04 7.000E-04 9.016E-07 1.83E-02
6.531E-03 6.817E-04 6.809E-04 8.900E-07 1.87E-02
6.457E-03 6.636E-04 6.627E-04 8.787E-07 1.92E-02
6.383E-03 6.456E-04 6.448E-04 8.667E-07 1.96E-02
6.310E-03 6.280E-04 6.271E-04 8.540E-07 2.01E-02
6.237E-03 6.107E-04 6.098E-04 8.407E-07 2.05E-02
6.166E-03 5.943E-04 5.935E-04 8.277E-07 2.10E-02
6.095E-03 5.788E-04 5.780E-04 8.148E-07 2.15E-02
6.026E-03 5.634E-04 5.626E-04 8.009E-07 2.20E-02
5.957E-03 5.482E-04 5.474E-04 7.860E-07 2.25E-02
5.888E-03 5.332E-04 5.324E-04 7.700E-07 2.31E-02
5.821E-03 5.184E-04 5.177E-04 7.531E-07 2.36E-02
5.754E-03 5.039E-04 5.032E-04 7.351E-07 2.42E-02
5.689E-03 4.898E-04 4.890E-04 7.163E-07 2.47E-02
5.623E-03 4.761E-04 4.754E-04 6.970E-07 2.53E-02
5.559E-03 4.630E-04 4.623E-04 6.781E-07 2.59E-02
5.495E-03 4.502E-04 4.496E-04 6.577E-07 2.65E-02
5.433E-03 4.377E-04 4.371E-04 6.358E-07 2.72E-02
5.370E-03 4.255E-04 4.249E-04 6.125E-07 2.78E-02
5.309E-03 4.137E-04 4.131E-04 5.877E-07 2.85E-02
5.248E-03 4.024E-04 4.018E-04 5.615E-07 2.91E-02
5.188E-03 3.915E-04 3.909E-04 5.339E-07 2.98E-02
5.129E-03 3.808E-04 3.803E-04 5.187E-07 3.05E-02
5.070E-03 3.702E-04 3.697E-04 5.035E-07 3.12E-02
5.012E-03 3.598E-04 3.594E-04 4.787E-07 3.20E-02
4.955E-03 3.497E-04 3.493E-04 4.441E-07 3.27E-02
4.898E-03 3.400E-04 3.396E-04 4.000E-07 3.35E-02
4.842E-03 3.305E-04 3.302E-04 3.472E-07 3.43E-02
4.786E-03 3.215E-04 3.212E-04 2.873E-07 3.51E-02
4.732E-03 3.124E-04 3.122E-04 2.004E-07 3.59E-02
4.677E-03 3.033E-04 3.031E-04 1.067E-07 3.68E-02
4.624E-03 2.946E-04 2.945E-04 3.224E-08 6.52E-02
4.571E-03 2.860E-04 2.860E-04 3.984E-09 6.66E-02
4.519E-03 2.779E-04 2.779E-04 4.882E-08 5.41E-02
4.467E-03 2.705E-04 2.703E-04 2.110E-07 4.04E-02
4.416E-03 5.991E-03 5.989E-03 1.618E-06 4.14E-02
4.365E-03 5.874E-03 5.872E-03 1.459E-06 4.23E-02
4.315E-03 5.760E-03 5.758E-03 1.336E-06 4.33E-02
4.266E-03 5.645E-03 5.644E-03 1.323E-06 4.43E-02
4.217E-03 5.530E-03 5.529E-03 1.396E-06 4.54E-02
4.169E-03 5.416E-03 5.414E-03 1.527E-06 4.64E-02
4.121E-03 5.302E-03 5.300E-03 1.670E-06 4.75E-02
4.074E-03 5.189E-03 5.187E-03 1.764E-06 4.87E-02
4.027E-03 5.076E-03 5.075E-03 1.847E-06 4.98E-02
3.981E-03 4.965E-03 4.963E-03 1.910E-06 5.10E-02
3.935E-03 4.854E-03 4.852E-03 1.945E-06 5.22E-02
3.890E-03 4.744E-03 4.742E-03 1.944E-06 5.34E-02
3.846E-03 4.636E-03 4.634E-03 1.961E-06 5.47E-02
3.802E-03 4.530E-03 4.528E-03 2.002E-06 5.60E-02
3.758E-03 4.425E-03 4.423E-03 2.040E-06 5.73E-02
3.715E-03 4.321E-03 4.319E-03 2.074E-06 5.87E-02
3.673E-03 4.219E-03 4.217E-03 2.102E-06 6.01E-02
3.631E-03 4.120E-03 4.117E-03 2.127E-06 6.15E-02
3.589E-03 4.021E-03 4.019E-03 2.155E-06 6.29E-02
3.548E-03 3.924E-03 3.922E-03 2.180E-06 6.44E-02
3.508E-03 3.829E-03 3.826E-03 2.204E-06 6.60E-02
3.467E-03 3.735E-03 3.733E-03 2.224E-06 6.75E-02
3.428E-03 3.644E-03 3.641E-03 2.242E-06 6.91E-02
3.388E-03 3.553E-03 3.551E-03 2.260E-06 7.08E-02
3.350E-03 3.464E-03 3.462E-03 2.277E-06 7.25E-02
3.311E-03 3.377E-03 3.375E-03 2.291E-06 7.42E-02
3.273E-03 3.292E-03 3.290E-03 2.304E-06 7.59E-02
3.236E-03 3.210E-03 3.207E-03 2.315E-06 7.78E-02
3.199E-03 3.128E-03 3.126E-03 2.325E-06 7.96E-02
3.162E-03 3.048E-03 3.046E-03 2.334E-06 8.15E-02
3.126E-03 2.968E-03 2.966E-03 2.342E-06 8.34E-02
3.090E-03 2.891E-03 2.889E-03 2.349E-06 8.54E-02
3.055E-03 2.821E-03 2.818E-03 2.356E-06 8.75E-02
3.020E-03 2.750E-03 2.747E-03 2.362E-06 8.95E-02
2.985E-03 2.679E-03 2.677E-03 2.367E-06 9.17E-02
2.951E-03 2.609E-03 2.607E-03 2.371E-06 9.39E-02
2.917E-03 2.539E-03 2.537E-03 2.374E-06 9.61E-02
2.884E-03 2.470E-03 2.468E-03 2.376E-06 9.84E-02
2.851E-03 2.402E-03 2.400E-03 2.376E-06 1.01E-01
2.818E-03 2.335E-03 2.332E-03 2.376E-06 1.03E-01
2.786E-03 2.268E-03 2.266E-03 2.374E-06 1.06E-01
2.754E-03 2.204E-03 2.201E-03 2.372E-06 1.08E-01
2.723E-03 2.143E-03 2.141E-03 2.368E-06 1.11E-01
2.692E-03 2.084E-03 2.081E-03 2.363E-06 1.13E-01
2.661E-03 2.025E-03 2.023E-03 2.357E-06 1.16E-01
2.630E-03 1.968E-03 1.966E-03 2.350E-06 1.19E-01
2.600E-03 1.912E-03 1.910E-03 2.341E-06 1.22E-01
2.570E-03 1.858E-03 1.856E-03 2.332E-06 1.25E-01
2.541E-03 1.806E-03 1.803E-03 2.322E-06 1.28E-01
2.512E-03 1.755E-03 1.753E-03 2.311E-06 1.31E-01
2.483E-03 1.707E-03 1.705E-03 2.299E-06 1.34E-01
2.455E-03 1.659E-03 1.657E-03 2.288E-06 1.37E-01
2.427E-03 1.611E-03 1.609E-03 2.276E-06 1.40E-01
2.399E-03 1.565E-03 1.563E-03 2.263E-06 1.44E-01
2.371E-03 1.519E-03 1.517E-03 2.250E-06 1.47E-01
2.344E-03 1.475E-03 1.473E-03 2.237E-06 1.51E-01
2.317E-03 1.432E-03 1.430E-03 2.222E-06 1.54E-01
2.291E-03 1.391E-03 1.389E-03 2.208E-06 1.58E-01
2.265E-03 1.351E-03 1.349E-03 2.193E-06 1.62E-01
2.239E-03 1.313E-03 1.311E-03 2.177E-06 1.65E-01
2.213E-03 1.274E-03 1.272E-03 2.161E-06 1.69E-01
2.188E-03 1.237E-03 1.235E-03 2.144E-06 1.73E-01
2.163E-03 1.200E-03 1.198E-03 2.127E-06 1.78E-01
2.138E-03 1.164E-03 1.162E-03 2.109E-06 1.82E-01
2.113E-03 1.130E-03 1.128E-03 2.091E-06 1.86E-01
2.089E-03 1.097E-03 1.094E-03 2.073E-06 1.91E-01
2.065E-03 1.065E-03 1.063E-03 2.055E-06 1.95E-01
2.042E-03 1.033E-03 1.031E-03 2.036E-06 2.00E-01
2.018E-03 1.002E-03 1.000E-03 2.016E-06 2.05E-01
1.995E-03 9.720E-04 9.700E-04 1.996E-06 2.09E-01
1.972E-03 9.426E-04 9.406E-04 1.976E-06 2.14E-01
1.950E-03 9.142E-04 9.122E-04 1.956E-06 2.20E-01
1.928E-03 8.868E-04 8.849E-04 1.935E-06 2.25E-01
1.905E-03 8.606E-04 8.587E-04 1.915E-06 2.30E-01
1.884E-03 8.345E-04 8.327E-04 1.893E-06 2.36E-01
1.862E-03 8.091E-04 8.072E-04 1.872E-06 2.41E-01
1.841E-03 7.842E-04 7.824E-04 1.849E-06 2.47E-01
1.820E-03 7.602E-04 7.583E-04 1.827E-06 2.53E-01
1.799E-03 7.369E-04 7.351E-04 1.804E-06 2.59E-01
1.778E-03 7.146E-04 7.128E-04 1.782E-06 2.65E-01
1.758E-03 6.929E-04 6.911E-04 1.759E-06 2.71E-01
1.738E-03 6.716E-04 6.698E-04 1.736E-06 2.77E-01
1.718E-03 6.508E-04 6.491E-04 1.712E-06 2.84E-01
1.698E-03 6.306E-04 6.289E-04 1.689E-06 2.90E-01
1.679E-03 6.112E-04 6.095E-04 1.665E-06 2.97E-01
1.660E-03 5.925E-04 5.908E-04 1.642E-06 3.04E-01
1.641E-03 5.743E-04 5.727E-04 1.618E-06 3.11E-01
1.622E-03 5.564E-04 5.548E-04 1.595E-06 3.18E-01
1.603E-03 5.390E-04 5.374E-04 1.571E-06 3.25E-01
1.585E-03 5.221E-04 5.205E-04 1.547E-06 3.33E-01
1.567E-03 5.058E-04 5.043E-04 1.524E-06 3.40E-01
1.549E-03 4.902E-04 4.887E-04 1.500E-06 3.48E-01
1.531E-03 4.749E-04 4.734E-04 1.477E-06 3.56E-01
1.514E-03 4.599E-04 4.585E-04 1.453E-06 3.64E-01
1.496E-03 4.454E-04 4.440E-04 1.429E-06 3.72E-01
1.479E-03 4.314E-04 4.300E-04 1.405E-06 3.80E-01
1.462E-03 4.180E-04 4.166E-04 1.382E-06 3.88E-01
1.445E-03 4.048E-04 4.035E-04 1.358E-06 3.97E-01
1.429E-03 3.920E-04 3.907E-04 1.335E-06 4.06E-01
1.413E-03 3.795E-04 3.782E-04 1.312E-06 4.14E-01
1.396E-03 3.674E-04 3.662E-04 1.289E-06 4.23E-01
1.380E-03 3.558E-04 3.546E-04 1.266E-06 4.32E-01
1.365E-03 3.446E-04 3.433E-04 1.243E-06 4.41E-01
1.349E-03 3.336E-04 3.324E-04 1.220E-06 4.50E-01
1.334E-03 3.230E-04 3.218E-04 1.198E-06 4.59E-01
1.318E-03 3.127E-04 3.115E-04 1.176E-06 4.69E-01
1.303E-03 3.029E-04 3.017E-04 1.154E-06 4.78E-01
1.288E-03 2.934E-04 2.923E-04 1.132E-06 4.88E-01
1.274E-03 2.841E-04 2.830E-04 1.110E-06 4.97E-01
1.259E-03 2.749E-04 2.739E-04 1.089E-06 5.07E-01
1.245E-03 2.660E-04 2.649E-04 1.067E-06 5.16E-01
1.230E-03 2.577E-04 2.567E-04 1.047E-06 5.26E-01
